collocation,frequency1,frequency2,frequency,doc_freq,Words_in_dict,TF_IDF,TF-RIDF,NOUN_l,ADJF_l,ADJS_l,COMP_l,VERB_l,INFN_l,PRTF_l,GRND_l,NUMR_l,ADVB_l,NPRO_l,PRED_l,PREP_l,CONJ_l,PRCL_l,INTJ_l,None_l,NOUN_1,ADJF_1,ADJS_1,COMP_1,VERB_1,INFN_1,PRTF_1,GRND_1,NUMR_1,ADVB_1,NPRO_1,PRED_1,PREP_1,CONJ_1,PRCL_1,INTJ_1,None_1,NOUN_2,ADJF_2,ADJS_2,COMP_2,VERB_2,INFN_2,PRTF_2,GRND_2,NUMR_2,ADVB_2,NPRO_2,PRED_2,PREP_2,CONJ_2,PRCL_2,INTJ_2,None_2,NOUN_r,ADJF_r,ADJS_r,COMP_r,VERB_r,INFN_r,PRTF_r,GRND_r,NUMR_r,ADVB_r,NPRO_r,PRED_r,PREP_r,CONJ_r,PRCL_r,INTJ_r,None_r,MI,MI3,T-score,minimum-sens,log_dice,raw_freq,log_likehood,dice,chi_sq,pmi,jaccard,phi,mi_like,poison_stirling,student_t,Words Class,MY_COMBINATION,ALLA_COMBINATION,collections_kolichestvo,weirdness,cw,dw,otnosit_chastota,class
более сложный,1214,383,74,0.6521739130434783,1,13.737106695181463,12.423188518477767,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.850062833671749,19.268969564929648,8.527759159181075,0.060955518945634266,-3.4316952317822826,1.3795577137969567e-06,0,0.2857142857142857,0,0,0.16666666666666666,0,0,0,1.0,1,0.0,0.0,4,17.38257123337051,127.20024044436434,59.13622034114214,1,1
к это,5170,5940,110,0.6956521739130435,1,17.336863869783492,16.935127430576507,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.376526688857673,14.939246115906991,6.448654455846632,0.018518518518518517,-5.658211482751795,1.3795577137969567e-06,0,0.07692307692307693,0,0,0.04,0,0,0,1.0,1,-304276.46179123735,-507127.4363187289,4,0.5577225407053047,122.10868756161528,12.537580190497799,0,0
на каждый,8849,2119,99,0.7391304347826086,1,12.99661254929258,12.411801946507383,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9362527896726167,15.194966029831836,7.350029539565688,0.011187704825404,-5.791656235699616,1.3795577137969567e-06,0,0.2857142857142857,0,0,0.16666666666666666,0,0,0,1.0,1,-218782.19740501652,-364636.99567502755,4,1.5548838784165773,127.96871888099425,24.458208735304048,1,1
в указанный,27729,386,21,0.391304347826087,1,8.557191858143627,3.8785708530068024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5081151732524548,9.292750018809976,1.360381291759985,0.0007573298712539219,-9.386735003649406,1.3795577137969567e-06,0,0,0,0,0.1,0,0,0,1.0,1,0.0,0.0,4,5.0296152058401145,119.83476525824234,38.19119576023531,1,1
быть в,5572,27729,68,0.6086956521739131,1,14.660786423076129,13.08376985050134,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.6482619136091385,10.52666376889154,-17.60201420397469,0.0024523062497746042,-7.935815039120549,1.3795577137969567e-06,0,0.18181818181818182,0,0,0.1,0,0,0,1.0,1,0.0,0.0,4,0.1773190911678544,116.25184755549684,4.880321684601688,0,0
в это,27729,5940,601,0.782608695652174,1,63.97965387948635,63.979653878315894,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4032287527648322,19.865671114187204,15.246506050515023,0.021674059648743194,-4.807912071281954,1.3795577137969567e-06,0,0.07692307692307693,0,0,0.04,0,0,0,1.0,1,-195825.40419019797,-326375.67365032993,4,0.7216212757629822,130.67591088505282,15.902174312917621,0,1
в состояние,27729,928,123,0.6521739130434783,1,22.833298966315134,22.57850249490372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7927882979534426,15.677817308631923,7.889655701007714,0.004435789245915828,-6.864085461072629,1.3795577137969567e-06,0,0.02666666666666667,0,0,0.013513513513513514,0,0,0,1.0,1,-495747.99140621105,-826246.6523436852,4,1.4005335312965528,127.0374136626343,22.971336324713043,1,1
по себя,3690,875,26,0.4782608695652174,1,8.328713922343564,3.9258065223844474,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.545258166697081,11.946137602979265,4.225469813194905,0.007046070460704607,-6.455959426730493,1.3795577137969567e-06,0,0.010526315789473684,0,0,0.005291005291005291,0,0,0,1.0,1,0.0,0.0,4,0.8069236646121695,122.91469292477105,16.117829718852256,0,0
для тот,9362,4147,192,0.782608695652174,1,20.43942353554306,20.419666481664457,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.8418718753266792,17.01179687676899,9.991028805941289,0.020508438367870113,-5.136670762341844,1.3795577137969567e-06,0,0,0,0,0.013513513513513514,0,0,0,1.0,1,-352663.84059316094,-587773.0676552682,4,0.8534027893739703,130.54749405597516,17.685183649700292,0,0
для она,9362,2337,24,0.391304347826087,1,9.779647837878432,5.253789451401813,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3307178115501848,8.839207189892127,-1.2621679598853222,0.002563554795983764,-7.92913509609868,1.3795577137969567e-06,0,0,0,0,0.013513513513513514,0,0,0,1.0,1,0.0,0.0,4,3.053694946402927,117.33979403535933,30.827574746783533,1,0
программа этот,4747,3745,30,0.4782608695652174,0,9.610054525781035,5.4856335378262395,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2907030140564116,10.10448420527345,0.9995739584921619,0.006319780914261639,-7.144998060296859,1.3795577137969567e-06,0,0,0,0,0.04,0,0,0,1.0,1,0.0,0.0,1,1.8791968900941087,42.55215359583138,13.2671580792275,1,0
записываться в,110,27729,27,0.5217391304347826,1,7.628757929189137,3.2920374355873827,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.681782576380584,12.19155758070752,4.3863391607518425,0.0009737098344693282,-9.009932266699346,1.3795577137969567e-06,0,0.029850746268656716,0,0,0.015151515151515152,0,0,0,1.0,1,0.0,0.0,3,39.93293391449981,110.0603955988562,55.813223730204435,1,1
в который,27729,5920,715,0.8695652173913043,1,43.39895585283233,43.39895585282254,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6586727588912147,20.62227162222272,18.270276530363855,0.025785278949835913,-4.556476578529748,1.3795577137969567e-06,0,0.02702702702702703,0,0,0.0136986301369863,0,0,0,1.0,1,-192658.94995367125,-321098.24992278544,4,1.760938325281377,134.82329756560344,27.4565869542544,1,1
в тот,27729,4147,767,0.782608695652174,1,81.65123881125795,81.65123881125685,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.273485223338747,21.439650758344612,21.96666690764629,0.027660571964369433,-4.37710021432894,1.3795577137969567e-06,0,0,0,0,0.0005959475566150178,0,0,0,1.0,1,-39382.7745668008,-65637.95761133467,4,0.9896577235478807,131.48393765690648,19.486197775487398,0,0
и который,19210,5920,56,0.5652173913043478,0,13.875931087802345,11.645858971309158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4862336807881589,10.128476163327049,-13.481688376158287,0.0029151483602290473,-7.809768128710414,1.3795577137969567e-06,0,0.02702702702702703,0,0,0.0136986301369863,0,0,0,1.0,1,0.0,0.0,4,0.6128656524278112,120.21104667742358,13.18299580418304,0,0
на лента,8849,167,31,0.21739130434782608,1,20.545492782128797,16.495233538555855,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9265560598779996,13.83494868065175,5.201605379777843,0.003503220702904283,-7.184075489785346,1.3795577137969567e-06,0,0,0,0,0.0024813895781637717,0,0,0,1.0,1,0.0,0.0,3,6.929538532222026,103.65643526538773,36.09382996367053,1,0
в таблица,27729,1232,164,0.6521739130434783,1,30.44439862175351,30.38736991329931,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.7990202516649572,16.514124260901124,9.12612097346539,0.005914385661221104,-6.464271793310117,1.3795577137969567e-06,0,0,0,0,0.008771929824561403,0,0,0,1.0,1,0.0,0.0,4,0,136.07967609558293,123.86193261642507,1,0
который должный,5920,1980,136,0.5652173913043478,0,33.69868978466284,33.538767537905166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0721594219904937,17.247085104491173,10.275284247147502,0.022972972972972974,-4.860174096701488,2.7591154275939134e-06,0,0,0,0,0.16666666666666666,0,0,0,1.4135375446052714,1,0.0,0.0,4,0.8022043327996078,122.67910838525663,16.029178855393006,0,1
весь возможный,3034,529,45,0.5652173913043478,0,11.150301766984027,8.172047445526122,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.345086570192054,15.328792762851403,6.378134835149915,0.014831905075807514,-5.307023671803624,1.3795577137969567e-06,0,0.2857142857142857,0,0,0.16666666666666666,0,0,0,1.0,1,-380766.1219423354,-634610.2032372257,4,1.9261768123464615,121.8430734413563,25.979712832863097,1,1
тем самый,542,841,101,0.6086956521739131,1,21.775579834274836,21.22895457812071,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.327463207366217,20.643886172869806,9.987304423234939,0.12009512485136742,-2.7753739583986996,1.3795577137969567e-06,0,0,0,0,0.1,0,0,0,1.0,1,-259649.2473951892,-432748.74565864867,4,5.604372543437229,135.49289496264615,45.241760563915335,1,1
быть считать,5572,252,34,0.43478260869565216,1,12.298746424598157,8.477085749826001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.133566131372609,14.308491813873287,5.498742382330859,0.006101938262742283,-6.420331798948357,2.7591154275939134e-06,0,0.18181818181818182,0,0,0.1,0,0,0,1.414213562373095,1,-116565.09658213906,-194275.16097023175,4,7.004279317623496,126.59011672768858,45.38430797143087,1,0
к который,5170,5920,114,0.6956521739130435,1,17.967295283230165,17.617646705681576,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.4329227446695711,15.098702772999054,6.722504330694525,0.019256756756756758,-5.604081730884331,1.3795577137969567e-06,0,0.02702702702702703,0,0,0.0136986301369863,0,0,0,1.0,1,-132001.56098520668,-220002.60164201117,4,1.1715246435080362,128.01909574550672,20.961652507746777,1,1
быть применить,5572,162,27,0.2608695652173913,1,15.756567812116629,11.419847318514874,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43842071290103,13.948195717227966,4.956498736120171,0.004845656855707107,-6.730438687077055,2.7591154275939134e-06,0,0,0,0,0.1,0,0,0,1.414213562373095,1,0.0,0.0,4,41.34233158207039,124.98823683745292,69.225826039112,1,1
записать в,208,27729,62,0.6521739130434783,1,11.509467771638523,9.62774361940086,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.962011379987558,14.870404000761308,6.863495649074425,0.002235926286559198,-7.815693175182001,1.3795577137969567e-06,0,0.029850746268656716,0,0,0.015151515151515152,0,0,0,1.0,1,0.0,0.0,4,3.9932933914499817,122.70696134607202,35.94114830983288,1,1
быть не,5572,6836,39,0.5652173913043478,1,9.66359486471949,6.230310874814568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.43015124919170533,10.140653188532792,-2.1693550897985188,0.005705090696313634,-7.313580752173842,1.3795577137969567e-06,0,0,0,0,0.1,0,0,0,1.0,1,-493175.2473390332,-821958.7455650553,4,0.19037356868897776,114.88506416678146,5.131994608540015,0,0
не должный,6836,1980,135,0.6956521739130435,1,21.277060203825194,21.111249614348093,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.853956956631158,17.00758815073282,10.011859908246251,0.019748390871854885,-5.029092911520327,1.3795577137969567e-06,0,0,0,0,0.16666666666666666,0,0,0,1.0,1,0.0,0.0,4,0.3466479700173599,118.19768545939398,8.581894550095333,0,0
от он,2364,3994,74,0.5217391304347826,0,20.908447657777636,19.59452948107394,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5061831842308835,14.925089915488783,7.088138150106331,0.018527791687531298,-5.424903935509026,1.3795577137969567e-06,0,0,0,0,0.0005959475566150178,0,0,0,1.0,1,-208293.31774652185,-347155.5295775364,4,0.2380526261780289,116.49024796798874,6.270869727377689,0,0
он должный,3994,1980,49,0.4782608695652174,0,15.696422392109023,13.005419189598806,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.1671692679277026,13.39658895615812,5.44147029319543,0.012268402603905859,-5.929771678195582,1.3795577137969567e-06,0,0,0,0,0.16666666666666666,0,0,0,1.0,1,-131704.70590053234,-219507.8431675539,4,0.22100414129980012,107.58130176188827,5.49864822765672,0,0
быть только,5572,1877,24,0.30434782608695654,1,12.399115104080064,7.873256717603447,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7341327795124675,9.90405778095478,1.9538144673078146,0.004307250538406317,-7.27786854617684,1.3795577137969567e-06,0,0,0,0,0.1,0,0,0,1.0,1,0.0,0.0,4,0.2389081370512135,106.91662455018836,5.837084045342004,0,0
означать что,310,5019,207,0.782608695652174,1,22.036253499257363,22.02515840185737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.591541077689017,21.978514992687668,14.238306673401647,0.041243275552898986,-3.686162160260709,1.3795577137969567e-06,0,0,0,0,0.024390243902439025,0,0,0,1.0,1,-48288.42710703214,-80480.71184505358,4,1.6468505354764948,129.75677382066445,25.544938467574013,1,1
что весь,5019,3034,93,0.6086956521739131,1,20.05078143156,19.336214262732515,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1463319663249276,15.22464958854099,7.465283146599343,0.01852958756724447,-5.4361518069487005,1.3795577137969567e-06,0,0,0,0,0.0005959475566150178,0,0,0,1.0,1,-147536.9770831658,-245894.96180527634,4,0.2892301335944164,119.20412099513875,7.502177386603226,0,0
символ входной,1959,467,26,0.21739130434782608,0,17.231703623720925,12.828796223761811,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.364622052387282,13.765501488669466,4.851502807728874,0.013272077590607452,-5.543924116979418,1.3795577137969567e-06,0,0,0,0,0.0005959475566150178,0,0,0,1.0,1,-174847.64487320857,-291412.7414553476,1,0,49.401520466061584,21.14655693376706,1,0
в любой,27729,824,119,0.6956521739130435,1,18.755334550038505,18.46186579711111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9165720238665,15.706207550482388,8.019178090292797,0.004291535937105557,-6.906536950542184,1.3795577137969567e-06,0,0,0,0,0.043478260869565216,0,0,0,1.0,1,0.0,0.0,4,0.8909985254756551,123.66316948270193,17.243548183562524,0,0
и тот,19210,4147,343,0.782608695652174,1,36.51417850360036,36.514128795632054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6420052919373997,18.486134824283024,12.586168011858778,0.017855283706402915,-5.089502598079889,1.3795577137969567e-06,0,0,0,0,0.0005959475566150178,0,0,0,1.0,1,-559670.7863060938,-932784.6438434897,4,1.013813104837003,131.8417650767535,19.829674902751204,1,0
оказаться в,242,27729,21,0.43478260869565216,1,7.59628455636945,2.917663551232625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1817089732459407,9.96634381880346,2.5624434525377136,0.0007573298712539219,-9.379326789750023,1.3795577137969567e-06,0,0.029850746268656716,0,0,0.015151515151515152,0,0,0,1.0,1,0.0,0.0,4,0.32164677060739416,109.99885119307326,7.598063192377709,0,1
в новый,27729,650,38,0.391304347826087,1,15.484442409974182,11.973571108652326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6118863932695435,11.107741420156716,2.1307878889793033,0.0013704064336975729,-8.544608619688297,1.3795577137969567e-06,0,0,0,0,0.0136986301369863,0,0,0,1.0,1,0.0,0.0,4,1.640382285311316,126.514563008655,24.867490787080023,1,0
из этот,4846,3745,135,0.6521739130434783,0,25.060937889858074,24.895127300380974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4308496604768095,16.584480854578473,9.464143813675381,0.027858027238959967,-4.991794759728446,1.3795577137969567e-06,0,0.07692307692307693,0,0,0.04,0,0,0,1.0,1,-167723.12284102352,-279538.5380683725,4,1.3263809374861026,129.59625994083987,22.738804793823096,1,1
по определение,3690,1714,46,0.5217391304347826,1,12.997143138618531,10.092139070660373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.398368217220193,13.44549212933422,5.495864489430355,0.012466124661246613,-5.876250003268671,1.3795577137969567e-06,0,0.00819672131147541,0,0,0.00411522633744856,0,0,0,1.0,1,-287652.5770494722,-479420.9617491203,4,21.798683925091662,123.44307944529037,59.92600343714786,1,1
в такой,27729,3323,243,0.7391304347826086,1,31.90077625735451,31.898053677831758,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9347967136555243,16.784421720867087,7.433883118193334,0.008763388510223954,-5.997586068613533,1.3795577137969567e-06,0,0,0,0,0.0005743825387708214,0,0,0,1.0,1,-589356.2947735316,-982260.4912892194,4,0.9555484186512483,131.17840963958233,19.044868057553398,0,0
слово который,1640,5920,26,0.30434782608695654,1,13.432374696086736,9.029467296127622,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9569409143427726,10.357820350624957,2.4722694303646184,0.004391891891891892,-7.183730800967343,1.3795577137969567e-06,0,0.02702702702702703,0,0,0.0136986301369863,0,0,0,1.0,1,0.0,0.0,4,1.5592474195823964,125.64721024498309,24.05996801319147,1,0
в момент,27729,529,110,0.5217391304347826,1,31.080124896696486,30.678388457489504,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.442490589152409,16.00521001620173,8.558639004060828,0.003966965992282448,-7.005012026523671,1.3795577137969567e-06,0,0,0,0,0.0024813895781637717,0,0,0,1.0,1,-481894.75412140676,-803157.923535678,4,5.083468510382782,128.63082297877878,41.34092923798156,1,0
быть выполнить,5572,304,70,0.6086956521739131,1,15.091986023754838,13.607147037584584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.904738717123567,17.1633047510135,8.087297300863233,0.01256281407035176,-5.391335663611313,2.7591154275939134e-06,0,0,0,0,0.1,0,0,0,1.414213562373095,1,0.0,0.0,4,10.89080015849995,124.25401669467448,50.80676798756268,1,1
отметить что,258,5019,196,0.5652173913043478,1,48.56575880730821,48.54880999235315,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.777661114155884,22.0070808023863,13.87240056837778,0.03905160390516039,-3.750792424077909,1.3795577137969567e-06,0,0,0,0,0.015151515151515152,0,0,0,1.0,1,-398082.66854834073,-663471.1142472345,4,16.82013554443389,138.52947826147465,65.09276732210569,1,1
