collocation;frequency1;frequency2;frequency;doc_freq;Words_in_dict;TF_IDF;TF-RIDF;NOUN_l;ADJF_l;ADJS_l;COMP_l;VERB_l;INFN_l;PRTF_l;GRND_l;NUMR_l;ADVB_l;NPRO_l;PRED_l;PREP_l;CONJ_l;PRCL_l;INTJ_l;None_l;NOUN_1;ADJF_1;ADJS_1;COMP_1;VERB_1;INFN_1;PRTF_1;GRND_1;NUMR_1;ADVB_1;NPRO_1;PRED_1;PREP_1;CONJ_1;PRCL_1;INTJ_1;None_1;NOUN_2;ADJF_2;ADJS_2;COMP_2;VERB_2;INFN_2;PRTF_2;GRND_2;NUMR_2;ADVB_2;NPRO_2;PRED_2;PREP_2;CONJ_2;PRCL_2;INTJ_2;None_2;NOUN_r;ADJF_r;ADJS_r;COMP_r;VERB_r;INFN_r;PRTF_r;GRND_r;NUMR_r;ADVB_r;NPRO_r;PRED_r;PREP_r;CONJ_r;PRCL_r;INTJ_r;None_r;MI;MI3;T-score;minimum-sens;log_dice;raw_freq;log_likehood;dice;chi_sq;pmi;jaccard;phi;mi_like;poison_stirling;student_t;Words Class;MY_COMBINATION;ALLA_COMBINATION;collections_kolichestvo;weirdness;cw;dw;otnosit_chastota
для вызов;9362;1756;60;0.17391304347826086;1;45.58007068137783;43.58712496015107;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4035751725846448;13.21735636380168;4.8180588894932805;0.00640888698995941;-6.533719071139903;1.3795577137969567e-06;0;0;0;0;0.019230769230769232;0;0;0;1.0;1;-177915.14741484384;-296525.24569140637;1;0;0.0;11.72515448644698;1
вызывающий программа;89;4747;25;0.13043478260869565;0;22.11516453244826;17.649050139528683;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.4226851806023335;14.710397560151783;4.883432063680384;0.005266484095218032;-6.595742339474398;1.3795577137969567e-06;0;0;0;0;0.043478260869565216;0;0;0;1.0;0;-605881.2278204054;-1009802.0463673422;1;0;0;0;1
не возникать;6836;344;37;0.4782608695652174;1;11.852400581796608;8.26374689097825;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.511614685474151;13.93052141673205;5.549428238406596;0.005412521942656524;-6.600314763081464;1.3795577137969567e-06;0;0.047619047619047616;0;0;0.024390243902439025;0;0;0;1.0;0;0.0;0.0;4;7.673387301217611;111.77249070241476;40.55183517152899;1
массив а;1479;4199;35;0.34782608695652173;1;16.052324715897726;12.308109311523499;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.03040936323432;12.288975397124252;4.467908603059096;0.008335317932841153;-6.3418841167794255;1.3795577137969567e-06;0;0.0004763038818766373;0;0;0.00023820867079561695;0;0;0;1.0;0;-212449.28893196312;-354082.14821993856;2;0;49.401520466061584;21.14655693376706;1
передать в;223;27729;31;0.21739130434782608;1;20.545492782128797;16.495233538555855;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.8615511982083455;11.769943818982096;4.035625608794405;0.001117963143279599;-8.816467582529885;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;0.0;0.0;3;0.9983233478624954;91.34106437293957;14.327154187079278;0
быть передать;5572;223;48;0.4782608695652174;1;15.376087241249655;12.614757745832447;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4.807445814423037;15.97737081586535;6.680782989031154;0.008614501076812634;-5.9156304451726776;2.7591154275939134e-06;0;0;0;0;0.1;0;0;0;1.414213562373095;1;0.0;0.0;3;0.6002990065578404;95.22870967837173;10.732018665547471;0
весь необходимый;3034;1004;33;0.34782608695652173;0;15.135049017846427;11.236419268988833;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.9732079513840866;13.061996190100993;5.013032558932989;0.010876730388925511;-5.935031075973019;1.3795577137969567e-06;0;0;0;0;0.1;0;0;0;1.0;1;-400160.6541410614;-666934.4235684357;3;0.7516787560376436;104.78998574528373;13.378354069278489;0
размещаться в;113;27729;53;0.4782608695652174;1;16.977762995546495;14.557119795073577;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.6159962798897864;15.071837189016184;6.686344894476139;0.0019113563417360886;-8.037054774335422;1.3795577137969567e-06;0;0.047619047619047616;0;0;0.024390243902439025;0;0;0;1.0;1;0.0;0.0;3;4.071593261870569;88.08635264754705;25.93661404179378;1
объявление в;1379;27729;79;0.17391304347826086;1;60.013759730480814;58.889674324470434;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5826287944048975;13.190190290759103;2.9531386754324274;0.002849002849002849;-7.52534734719144;1.3795577137969567e-06;0;0.02666666666666667;0;0;0.013513513513513514;0;0;0;1.0;0;0.0;0.0;1;2.1140965013558723;63.837766915155974;16.399616568334732;1
таблица в;1232;27729;52;0.30434782608695654;1;26.864749392173472;24.378217179651305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14190796518796567;11.54278740147015;0.6755378617177087;0.001875293014533521;-8.12138407978711;1.3795577137969567e-06;0;0.017391304347826087;0;0;0.008771929824561403;0;0;0;1.0;0;0.0;0.0;4;0;117.01785327928098;76.46780631344745;1
для тип;9362;5768;66;0.34782608695652173;1;30.270098035692854;28.59627047894496;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-0.17469962337088465;11.914088615346023;-1.04580237005167;0.007049775688955351;-6.840730247745646;1.3795577137969567e-06;0;0;0;0;0.013513513513513514;0;0;0;1.0;1;0.0;0.0;2;0;86.28442440164477;40.491063240540335;1
тип он;5768;3994;27;0.34782608695652173;0;12.383221923692531;8.046501430090776;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.23522380829788792;9.27455119602905;-0.9201831375211472;0.004680998613037448;-7.498073534230215;1.3795577137969567e-06;0;0;0;0;0.0005959475566150178;0;0;0;1.0;0;0.0;0.0;2;9.630884061732306;97.35604280428164;36.49354901779565;1
он размер;3994;835;28;0.34782608695652173;0;12.84185977271818;8.573871117043044;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2.6054666734756555;12.220176517590865;4.4220310356095;0.007010515773660491;-6.430153826115052;1.3795577137969567e-06;0;0;0;0;0.024390243902439025;0;0;0;1.0;0;0.0;0.0;4;2.975395075982339;81.29927197938477;21.779061571460122;1
смещение в;83;27729;22;0.21739130434782608;1;14.58067229699463;9.947926332394989;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.7926469750321474;11.711510212306742;4.013490323403862;0.0007933931984564896;-9.30398825555479;1.3795577137969567e-06;0;0.0049504950495049506;0;0;0.0024813895781637717;0;0;0;1.0;0;-269742.32027411804;-449570.53379019676;2;0;83.30981787211824;38.2229389193561;1
глобальный область;387;1245;104;0.21739130434782608;1;68.9268144948837;68.43316070956428;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;7.2896826912646775;20.690562127546862;10.132860653372608;0.08353413654618475;-2.9719856238304034;2.7591154275939134e-06;0;0;0;0;0.1;0;0;0;1.2258601847393062;0;-707702.5218637169;-634775.1227287113;1;0;0;0;1
для массив;9362;1479;35;0.21739130434782608;1;23.196524108855094;19.452308704480867;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8736383863573832;11.132204420247316;2.6872684976651455;0.003738517410809656;-7.274927203106231;1.3795577137969567e-06;0;0;0;0;0.013513513513513514;0;0;0;1.0;1;0.0;0.0;2;0;69.66801713889303;29.661649316097954;1
значение в;3760;27729;170;0.5652173913043478;1;42.12336223082855;42.0778252255704;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.24112877731447693;15.059910649589881;2.00683123434128;0.00613076562443651;-6.533169385770794;1.3795577137969567e-06;0;0.047619047619047616;0;0;0.024390243902439025;0;0;0;1.0;0;-131110.99573118356;-218518.32621863927;4;28.292353178639083;136.0293266261376;72.33762354772882;1
в структура;27729;932;32;0.43478260869565216;1;11.575290752562971;7.600382515151361;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.15593135691250531;9.844068643087494;-0.6456769588299036;0.0011540264704821667;-8.8068013265491;1.3795577137969567e-06;0;0.00819672131147541;0;0;0.00411522633744856;0;0;0;1.0;1;0.0;0.0;3;0;134.2473631045091;116.69647460633095;1
от они;2364;3343;30;0.391304347826087;0;12.22455979734804;8.100138809393243;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4603113920370214;11.274092583254058;3.48672138854244;0.008973975471133712;-6.571626252067932;1.3795577137969567e-06;0;0;0;0;0.0005959475566150178;0;0;0;1.0;1;-200179.27876542215;-333632.1312757036;3;0.4287238806635467;118.60253574626947;10.10753154090911;0
для обращение;9362;638;25;0.30434782608695654;1;12.9157449000834;8.449630507163823;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1.6012052825213399;10.888917662070789;3.3519924952060363;0.0026703695791497543;-7.643856189774724;1.3795577137969567e-06;0;0;0;0;0.013513513513513514;0;0;0;1.0;1;-402931.3015980223;-671552.1693300371;2;1.8791968900941087;70.59190635285661;16.610706320898316;1
это уровень;5940;926;25;0.34782608695652173;0;11.465946225641233;6.999831832721655;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.7201033470497986;11.007815726599247;3.482365113744534;0.004208754208754209;-7.1013979521825314;1.3795577137969567e-06;0;0.07692307692307693;0;0;0.04;0;0;0;1.0;0;-320603.49144832813;-534339.1524138802;3;26.778555683841052;103.47560824379516;47.85076791302146;1
один параметр;4721;1714;58;0.34782608695652173;0;26.60099524348766;24.491931802304585;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.3773155896345175;14.093277579889662;6.1499866812971495;0.012285532726117349;-5.793743437980492;1.3795577137969567e-06;0;0;0;0;0.00411522633744856;0;0;0;1.0;0;-96972.66099363011;-161621.1016560502;2;0;95.7943016422785;48.92119157384244;1
два и;2293;19210;37;0.43478260869565216;0;13.383929932650934;9.795276241832577;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;-0.7157744162812946;9.703132314976605;-3.9073511787663713;0.0019260801665799063;-8.182796965976692;1.3795577137969567e-06;0;0.0004763038818766373;0;0;0.00023820867079561695;0;0;0;1.0;0;0.0;0.0;4;1.990240342690579;121.32929212025842;26.286729510157887;1
а а;4199;4199;111;0.4782608695652174;2;35.557201745389825;35.169130690812736;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.1901184769035105;15.778950209603723;8.226939767301158;0.02643486544415337;-5.241414206484911;1.3795577137969567e-06;0;0.0004763038818766373;0;0;0.00023820867079561695;0;0;0;1.0;0;0.0;0.0;4;24.89935879374694;138.11049209169707;71.59832989657849;1
определяться как;396;4143;29;0.5652173913043478;1;7.185750027611928;2.988645908454215;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.679527026292194;13.395489016547339;4.964872932339382;0.006999758629012792;-6.290177777810321;1.3795577137969567e-06;0;0.029850746268656716;0;0;0.015151515151515152;0;0;0;1.0;1;0.0;0.0;4;0;123.02214925082848;87.54005501477691;1
указатель тип;1792;5768;28;0.17391304347826086;0;21.270699651309656;17.00271099563452;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.973507306982616;10.588217151097824;2.5967176593576062;0.0048543689320388345;-7.076815597050831;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;0;0.0;0.0;1;0;22.59800489280305;14.682643562296871;1
каждый операция;2119;2623;27;0.34782608695652173;0;12.383221923692531;8.046501430090776;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1.816080293749753;11.325855298076691;3.7204892494742734;0.010293556995806329;-6.4563924453185395;1.3795577137969567e-06;0;0.2857142857142857;0;0;0.16666666666666666;0;0;0;1.0;0;-318624.45755049895;-531040.7625841649;1;0;61.794014678409155;25.856109201919036;1
код для;963;9362;35;0.34782608695652173;1;16.052324715897726;12.308109311523499;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4926527356129915;11.751218769502925;3.8137503254435;0.003738517410809656;-7.204571144249203;1.3795577137969567e-06;0;0;0;0;0.013513513513513514;0;0;0;1.0;0;-302198.47619851667;-503664.12699752784;2;0;91.71525296634778;45.07064203912089;1
и о;19210;1679;29;0.4782608695652174;0;9.289719374921667;5.0926152557639535;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.6176126621389089;9.098349328116235;-2.8774771872561846;0.0015096304008328995;-8.492474813659223;1.3795577137969567e-06;0;0.0011911852293031567;0;0;0.0005959475566150178;0;0;0;1.0;0;0.0;0.0;4;0.5972024015129583;125.58592581184854;13.494892158261603;0
из операнд;4846;628;26;0.34782608695652173;0;11.924584074666882;7.521676674707766;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.630603036021557;12.031482472303741;4.275647211424929;0.005365249690466364;-6.717940001223864;1.3795577137969567e-06;0;0;0;0;0.024390243902439025;0;0;0;1.0;1;-235900.84062123895;-393168.06770206493;2;0;0.0;11.72515448644698;1
выполнение операция;1417;2623;132;0.5652173913043478;0;32.707551849819815;32.52280153478916;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4.686130740398889;18.774918979115796;11.042831292112275;0.050324056423942054;-3.9357454582807034;1.3795577137969567e-06;0;0;0;0;0.1;0;0;0;1.0;0;0.0;0.0;3;0;67.35566916908991;28.468568284651163;1
находиться на;563;8849;21;0.43478260869565216;1;7.59628455636945;2.917663551232625;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6113903526637077;10.396025198221228;3.082777534840039;0.0023731495084190306;-7.807968182445537;2.7591154275939134e-06;0;0;0;0;0.015151515151515152;0;0;0;1.414213562373095;1;-94300.96523156072;-157168.27538593454;4;2.5611635034347127;129.11923597730154;31.444737090078082;1
оба операнд;469;628;27;0.21739130434782608;0;17.8944614554025;13.557740961800747;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6.0541853969799035;15.56396040130684;5.117955353124059;0.042993630573248405;-4.344460308239724;1.3795577137969567e-06;0;0;0;0;0.0024813895781637717;0;0;0;1.0;0;-470020.55073443166;-783367.5845573861;1;0;0;0;1
правый операнд;277;628;34;0.21739130434782608;0;22.53376627717352;18.712105602401362;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;7.146462682532963;17.32138836503364;5.789795262791208;0.054140127388535034;-3.7343111407202283;2.7591154275939134e-06;0;0;0;0;0.016129032258064516;0;0;0;1.0;0;-267070.6245120486;-445117.707520081;1;0;0;0;1
левый операнд;326;628;54;0.21739130434782608;0;35.788922910805;33.43299668016307;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.578901355264202;19.08867635959114;7.310034816657283;0.08598726114649681;-3.142957953842043;1.3795577137969567e-06;0;0;0;0;0.016129032258064516;0;0;0;1.0;0;-816252.5311596477;-743127.2286348593;1;0;0;0;1
раздел мы;753;2546;93;0.13043478260869565;0;82.26841206070753;81.55384489188006;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5.135998808758184;18.214316430974247;9.369397515841122;0.03652788688138256;-4.148654251456899;1.3795577137969567e-06;0;0;0;0;0.1;0;0;0;1.0;0;0.0;0.0;4;0;106.10094173251571;60.50040954538976;1
к момент;5170;529;29;0.2608695652173913;1;16.923720983384527;12.726616864226814;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.942271274034688;12.658233264289832;4.684537451552725;0.005609284332688588;-6.6185120822140195;1.3795577137969567e-06;0;0;0;0;0.0024813895781637717;0;0;0;1.0;1;0.0;0.0;3;3.6241654308957814;112.58551730410643;31.677815459143076;1
результат быть;1519;5572;40;0.30434782608695654;1;20.665191840133442;17.309170869367996;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.7764051540074646;12.42026134378219;4.4783552641188145;0.007178750897343862;-6.46984528597138;1.3795577137969567e-06;0;0;0;0;0.1;0;0;0;1.0;0;0.0;0.0;4;45.57052458478214;126.0334323937546;71.34070741013687;1
больший число;277;1590;31;0.6086956521739131;1;6.68359381052;2.633334566947057;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.673005850389408;15.581398471163158;5.458636432067744;0.01949685534591195;-4.912309901839326;1.3795577137969567e-06;0;0;0;0;0.016129032258064516;0;0;0;1.0;0;0.0;0.0;4;6.235516953494089;117.21847171074941;40.125224648138506;1
результат операция;1519;2623;55;0.5652173913043478;1;13.628146604091588;11.335748487401915;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.3228142229810307;14.88553365003035;6.67503401418129;0.020968356843309187;-5.234752124695852;1.3795577137969567e-06;0;0;0;0;0.015151515151515152;0;0;0;1.0;0;-482290.5609009726;-803817.601501621;2;0;54.31792660959567;22.850185360402683;1
промежуточный результат;178;1519;23;0.2608695652173913;1;13.422261469580832;8.84065952314186;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5.94628512681197;14.993409038925996;4.718054067628832;0.015141540487162607;-5.205208893485651;1.3795577137969567e-06;0;0;0;0;0.1;0;0;0;1.0;0;-582924.4346055867;-971540.7243426446;2;0;82.19772608704342;37.415519557502584;1
после завершение;1052;340;38;0.391304347826087;0;15.484442409974182;11.973571108652326;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.2669803442370196;16.76283537112419;6.084367431983764;0.03612167300380228;-4.195015982405143;1.3795577137969567e-06;0;0.047619047619047616;0;0;0.024390243902439025;0;0;0;1.0;1;-288147.3355239295;-480245.55920654914;3;8.926185227947018;103.19032392355307;38.45402028752449;1
на единица;8849;235;43;0.4782608695652174;1;13.774411486952816;10.64712739234024;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.905811850102275;14.75834135950647;6.119948954468505;0.004859306136286586;-6.72284723600479;1.3795577137969567e-06;0;0.0049504950495049506;0;0;0.0024813895781637717;0;0;0;1.0;1;-424403.8193894689;-707339.6989824482;4;0;113.22111683618269;70.39291552394921;1
тем же;542;1975;92;0.5217391304347826;1;25.994286277237062;25.255698542453196;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.961138732974752;19.008262645088777;9.437701471082656;0.04658227848101266;-3.773927545103967;1.3795577137969567e-06;0;0;0;0;0.16666666666666666;0;0;0;1.0;0;-442215.1244699316;-737025.207449886;4;0.41085762264972675;115.24917614631906;9.542943999150834;0
